"","county","state","income","population","households","date","cases_sum","deaths_sum","apple_avg","retail_avg","grocery_avg","parks_avg","transit_avg","work_avg","residential_avg","cases","deaths"
"707","Los Angeles County","California",55909,9893481,3230383,"2021-02-11",32055,1432,90.1271428571429,-33.8571428571429,-18,-28,-45.8571428571429,-35.7142857142857,13.2857142857143,2692,140
"708","Los Angeles County","California",55909,9893481,3230383,"2021-02-12",29955,1308,89.5914285714286,-34.4285714285714,-17.5714285714286,-28.5714285714286,-45.8571428571429,-35.5714285714286,13.1428571428571,3000,158
"709","Los Angeles County","California",55909,9893481,3230383,"2021-02-13",27247,1274,89.9928571428571,-34.4285714285714,-17.8571428571429,-28,-45.5714285714286,-35.7142857142857,13.1428571428571,2748,131
"710","Los Angeles County","California",55909,9893481,3230383,"2021-02-14",25838,1281,90.1542857142857,-34.5714285714286,-18,-29,-45.5714285714286,-35.7142857142857,13.1428571428571,2567,195
"711","Los Angeles County","California",55909,9893481,3230383,"2021-02-15",25172,1303,90.5514285714286,-34.4285714285714,-18,-29,-45.4285714285714,-35.5714285714286,13.1428571428571,1698,82
"712","Los Angeles County","California",55909,9893481,3230383,"2021-02-16",23547,1192,91.4514285714286,-34.1428571428571,-17.5714285714286,-29.1428571428571,-45.2857142857143,-35.4285714285714,13,1714,29
"713","Los Angeles County","California",55909,9893481,3230383,"2021-02-17",22114,1119,92.3742857142857,-34,-17.2857142857143,-30,-45.1428571428571,-35.5714285714286,13,1098,120
"714","Los Angeles County","California",55909,9893481,3230383,"2021-02-18",20801,1025,93.2742857142857,-33.7142857142857,-16.8571428571429,-31,-45,-35.8571428571429,13,1524,153
"715","Los Angeles County","California",55909,9893481,3230383,"2021-02-19",19034,1029,96.26,-32.1428571428571,-16.1428571428571,-29.2857142857143,-44,-35.5714285714286,12.8571428571429,2144,146
"716","Los Angeles County","California",55909,9893481,3230383,"2021-02-20",17899,1022,95.7914285714286,-31.4285714285714,-15.8571428571429,-27.5714285714286,-44.2857142857143,-36.7142857142857,13,1898,148
"717","Los Angeles County","California",55909,9893481,3230383,"2021-02-21",16985,960,96.0357142857143,-31.2857142857143,-15.8571428571429,-27,-44.1428571428571,-36.5714285714286,13,1766,131
"718","Los Angeles County","California",55909,9893481,3230383,"2021-02-22",15517,855,96.0885714285714,-31.2857142857143,-15.8571428571429,-26.7142857142857,-44.1428571428571,-36.4285714285714,13,1162,92
"719","Los Angeles County","California",55909,9893481,3230383,"2021-02-23",14349,868,95.84,-31.4285714285714,-16.1428571428571,-26.1428571428571,-44,-36.4285714285714,13,785,19
"720","Los Angeles County","California",55909,9893481,3230383,"2021-02-24",13493,856,95.2442857142857,-31.4285714285714,-16.2857142857143,-25,-43.8571428571429,-36.1428571428571,13,1424,153
"721","Los Angeles County","California",55909,9893481,3230383,"2021-02-25",12643,873,94.9157142857143,-31.5714285714286,-17,-24.2857142857143,-43.7142857142857,-35.8571428571429,13,1357,930
"722","Los Angeles County","California",55909,9893481,3230383,"2021-02-26",11842,809,93.73,-31.8571428571429,-17.7142857142857,-23.2857142857143,-43.5714285714286,-35.8571428571429,13,1524,115
"723","Orange County","California",75422,3051771,995512,"2020-03-03",0,0,119.57,3,2,9,3,2,0,0,0
"724","Orange County","California",75422,3051771,995512,"2020-03-04",0,0,127.875,3,2.5,9.5,2.5,2.5,-0.5,2,0
"725","Orange County","California",75422,3051771,995512,"2020-03-05",0,0,129.846666666667,2.66666666666667,2.66666666666667,11,1.66666666666666,2.66666666666666,-0.666666666666666,0,0
"726","Orange County","California",75422,3051771,995512,"2020-03-06",0,0,120.76,2.5,2.25,4,0,2,-0.25,0,0
"727","Orange County","California",75422,3051771,995512,"2020-03-07",0,0,117.836,3,2.6,4.6,0,2.4,-0.4,0,0
"728","Orange County","California",75422,3051771,995512,"2020-03-08",0,0,117.615,3.66666666666667,3,8.16666666666666,0.5,2.5,-0.333333333333334,0,0
"729","Orange County","California",75422,3051771,995512,"2020-03-09",2,0,116.98,3.42857142857143,3,8.57142857142857,0.142857142857146,2.42857142857143,-0.285714285714286,2,0
"730","Orange County","California",75422,3051771,995512,"2020-03-10",2,0,116.624285714286,3.28571428571429,3.14285714285714,8.57142857142857,-0.428571428571431,2.42857142857143,-0.285714285714286,0,0
"731","Orange County","California",75422,3051771,995512,"2020-03-11",2,0,116.115714285714,3,3,8,-1.14285714285715,2.42857142857143,-0.142857142857142,1,0
"732","Orange County","California",75422,3051771,995512,"2020-03-12",2,0,115.267142857143,2.57142857142857,3,7.71428571428572,-1.71428571428572,2.28571428571428,0,0,0
"733","Orange County","California",75422,3051771,995512,"2020-03-13",2,0,115.41,2.42857142857143,2.85714285714286,12.5714285714286,-2.14285714285715,2.28571428571428,0,7,0
"734","Orange County","California",75422,3051771,995512,"2020-03-14",4,0,115.081428571429,2.14285714285714,2.57142857142857,12.8571428571429,-3,2.14285714285715,0.142857142857142,1,0
"735","Orange County","California",75422,3051771,995512,"2020-03-15",4,0,113.098571428571,1,2,4.85714285714286,-5.57142857142857,1.57142857142857,0.714285714285715,3,0
"736","Orange County","California",75422,3051771,995512,"2020-03-16",3,0,112.061428571429,1.14285714285714,2.14285714285714,4.28571428571428,-6.28571428571428,1.42857142857143,0.857142857142859,5,0
"737","Orange County","California",75422,3051771,995512,"2020-03-17",3,0,109.818571428571,0.142857142857142,3.14285714285714,-2.71428571428572,-9.14285714285714,0.714285714285715,1.57142857142857,7,0
"738","Orange County","California",75422,3051771,995512,"2020-03-18",10,0,105.595714285714,-0.571428571428573,8.42857142857143,-9,-12,-0.428571428571431,2.42857142857143,13,0
"739","Orange County","California",75422,3051771,995512,"2020-03-19",11,0,99.4357142857143,-2.57142857142857,12.7142857142857,-15.2857142857143,-14.7142857142857,-1.42857142857143,3.28571428571429,11,0
"740","Orange County","California",75422,3051771,995512,"2020-03-20",14,0,95.0285714285714,-5.28571428571429,14.8571428571429,-18.7142857142857,-17.2857142857143,-2.85714285714286,4,12,0
"741","Orange County","California",75422,3051771,995512,"2020-03-21",17,0,90.9228571428571,-7.85714285714286,17.1428571428571,-24.4285714285714,-21.1428571428571,-6.14285714285714,5.42857142857143,13,0
"742","Orange County","California",75422,3051771,995512,"2020-03-22",24,0,86.1385714285714,-10.5714285714286,19.2857142857143,-20.5714285714286,-23.2857142857143,-10,6.85714285714286,17,0
"743","Orange County","California",75422,3051771,995512,"2020-03-23",36,0,79.6914285714286,-15.5714285714286,19.4285714285714,-23.7142857142857,-27.7142857142857,-15.4285714285714,9.28571428571429,30,0
"744","Orange County","California",75422,3051771,995512,"2020-03-24",47,0,73.1714285714286,-20,18,-22.5714285714286,-31.1428571428571,-20.7142857142857,11.4285714285714,27,1
"745","Orange County","California",75422,3051771,995512,"2020-03-25",52,0,66.3214285714286,-25.4285714285714,12,-20.2857142857143,-34.4285714285714,-26.2857142857143,14,35,0
"746","Orange County","California",75422,3051771,995512,"2020-03-26",64,0,60.8685714285714,-30.4285714285714,5.57142857142857,-17.4285714285714,-37.5714285714286,-30.7142857142857,15.7142857142857,69,0
"747","Orange County","California",75422,3051771,995512,"2020-03-27",78,0,56.8242857142857,-35.4285714285714,0.142857142857142,-19,-41.8571428571429,-35.1428571428571,17.1428571428571,65,2
"748","Orange County","California",75422,3051771,995512,"2020-03-28",103,0,52.4914285714286,-39.5714285714286,-5.14285714285714,-17.4285714285714,-44.5714285714286,-39.4285714285714,19,82,1
"749","Orange County","California",75422,3051771,995512,"2020-03-29",123,1,49.14,-42.8571428571429,-10.2857142857143,-20.7142857142857,-47.4285714285714,-42.7142857142857,20.4285714285714,27.9999999999999,0
"750","Orange County","California",75422,3051771,995512,"2020-03-30",145,1,46.8842857142857,-44.7142857142857,-13.8571428571429,-22.4285714285714,-49.2857142857143,-44.7142857142857,21.2857142857143,33,0
"751","Orange County","California",75422,3051771,995512,"2020-03-31",203,1,45.4571428571429,-46,-16.4285714285714,-21.8571428571429,-50.2857142857143,-46.4285714285714,22,38,3
"752","Orange County","California",75422,3051771,995512,"2020-04-01",256,3,45.0042857142857,-46.5714285714286,-18.4285714285714,-22.2857142857143,-51.1428571428571,-47.4285714285714,22.2857142857143,104,3
"753","Orange County","California",75422,3051771,995512,"2020-04-02",325,4,44.56,-46.8571428571429,-19.2857142857143,-25.8571428571429,-51.8571428571429,-47.8571428571429,22.4285714285714,50,3
"754","Orange County","California",75422,3051771,995512,"2020-04-03",336,4,44.4657142857143,-46.7142857142857,-19.4285714285714,-27.7142857142857,-51.7142857142857,-48.2857142857143,22.5714285714286,55,0
"755","Orange County","California",75422,3051771,995512,"2020-04-04",339,4,44.5242857142857,-46.7142857142857,-19.8571428571429,-27.8571428571429,-51.5714285714286,-48.4285714285714,22.5714285714286,75,1
"756","Orange County","California",75422,3051771,995512,"2020-04-05",350,6,44.5314285714286,-46.7142857142857,-19.7142857142857,-27.5714285714286,-51.4285714285714,-48.7142857142857,22.7142857142857,48,0
"757","Orange County","California",75422,3051771,995512,"2020-04-06",419,9,44.7642857142857,-46.4285714285714,-19.2857142857143,-27,-51.1428571428571,-49,22.7142857142857,48,0
"758","Orange County","California",75422,3051771,995512,"2020-04-07",400,12,44.7185714285714,-46.4285714285714,-19,-27.5714285714286,-51.1428571428571,-49.1428571428571,22.8571428571429,49,1
"759","Orange County","California",75422,3051771,995512,"2020-04-08",390,10,44.7314285714286,-46.4285714285714,-18.4285714285714,-28.1428571428571,-51,-49.2857142857143,22.8571428571429,85,2
"760","Orange County","California",75422,3051771,995512,"2020-04-09",383,10,45.0528571428571,-46.2857142857143,-18.1428571428571,-28.8571428571429,-51,-49.7142857142857,22.8571428571429,63,0
"761","Orange County","California",75422,3051771,995512,"2020-04-10",403,10,44.8514285714286,-46.7142857142857,-18.4285714285714,-32,-51.5714285714286,-50,23,59,0
"762","Orange County","California",75422,3051771,995512,"2020-04-11",418,10,44.0342857142857,-47.7142857142857,-19.2857142857143,-38.2857142857143,-53.2857142857143,-50.7142857142857,23.4285714285714,83,1
"763","Orange County","California",75422,3051771,995512,"2020-04-12",429,8,43.3542857142857,-48.8571428571429,-20.5714285714286,-43.5714285714286,-54.7142857142857,-51,23.8571428571429,56,1
"764","Orange County","California",75422,3051771,995512,"2020-04-13",410,7,42.8485714285714,-49.7142857142857,-21.2857142857143,-45.8571428571429,-55.5714285714286,-51.2857142857143,24.1428571428571,6,0
"765","Orange County","California",75422,3051771,995512,"2020-04-14",423,4,42.2514285714286,-51.1428571428571,-23.4285714285714,-51.4285714285714,-57.4285714285714,-51.8571428571429,24.5714285714286,16,0
"766","Orange County","California",75422,3051771,995512,"2020-04-15",427,4,41.8171428571428,-51.7142857142857,-24,-54.7142857142857,-58.4285714285714,-52.7142857142857,25.1428571428571,77,3
"767","Orange County","California",75422,3051771,995512,"2020-04-16",435,4,42.1828571428571,-51.7142857142857,-23.5714285714286,-54.7142857142857,-58,-52.8571428571429,25.1428571428571,49,3
"768","Orange County","California",75422,3051771,995512,"2020-04-17",443,5,41.7571428571429,-53.2857142857143,-25,-56.1428571428571,-58,-53.2857142857143,25.1428571428571,76,0
"769","Orange County","California",75422,3051771,995512,"2020-04-18",401,5,42.5028571428571,-53,-24.7142857142857,-53.1428571428571,-56.7142857142857,-52.8571428571429,24.8571428571429,55,7
"770","Orange County","California",75422,3051771,995512,"2020-04-19",368,4,43.49,-52.2857142857143,-23.8571428571429,-48.7142857142857,-55.4285714285714,-52.4285714285714,24.4285714285714,80,0
"771","Orange County","California",75422,3051771,995512,"2020-04-20",360,5,44.5857142857143,-52.4285714285714,-23.1428571428571,-47.1428571428572,-54.5714285714286,-52,24.1428571428571,40,1
"772","Orange County","California",75422,3051771,995512,"2020-04-21",346,8,46.0214285714286,-52.8571428571429,-20.8571428571429,-41.5714285714286,-52.7142857142857,-51.2857142857143,23.5714285714286,15,0
"773","Orange County","California",75422,3051771,995512,"2020-04-22",363,8,47.1771428571428,-54.1428571428571,-20.5714285714286,-39.4285714285714,-51.8571428571429,-50.2857142857143,23,62,1
"774","Orange County","California",75422,3051771,995512,"2020-04-23",335,14,47.5542857142857,-55.8571428571429,-20.8571428571429,-41,-52.1428571428571,-49.7142857142857,23,74,2
"775","Orange County","California",75422,3051771,995512,"2020-04-24",359,13,49.1828571428571,-55.4285714285714,-18.5714285714286,-37.2857142857143,-51.2857142857143,-48.5714285714286,22.7142857142857,18,0
"776","Orange County","California",75422,3051771,995512,"2020-04-25",393,14,50.1014285714286,-56.7142857142857,-17.5714285714286,-35.7142857142857,-51.1428571428571,-48.2857142857143,22.5714285714286,124,2
"777","Orange County","California",75422,3051771,995512,"2020-04-26",392,14,50.6485714285714,-58.1428571428571,-16.7142857142857,-35.4285714285714,-51.2857142857143,-48.1428571428571,22.4285714285714,105,1
"778","Orange County","California",75422,3051771,995512,"2020-04-27",377,12,51.2842857142857,-59.1428571428571,-16.4285714285714,-35.1428571428571,-51.4285714285714,-48.1428571428571,22.4285714285714,52,0
"779","Orange County","California",75422,3051771,995512,"2020-04-28",402,11,52.0471428571429,-59,-16.1428571428571,-34.7142857142857,-51.2857142857143,-48.1428571428571,22.2857142857143,25,3
"780","Orange County","California",75422,3051771,995512,"2020-04-29",344,11,53.1242857142857,-58.7142857142857,-15.5714285714286,-33.4285714285714,-51.2857142857143,-48,22.1428571428571,101,2
"781","Orange County","California",75422,3051771,995512,"2020-04-30",413,6,54.5671428571429,-58.1428571428571,-14.7142857142857,-31,-50.5714285714286,-47.7142857142857,21.8571428571429,141,1
"782","Orange County","California",75422,3051771,995512,"2020-05-01",438,7,55.5814285714286,-57.7142857142857,-14.1428571428571,-30,-50.2857142857143,-47.7142857142857,21.7142857142857,144,5
"783","Orange County","California",75422,3051771,995512,"2020-05-02",450,6,56.1742857142857,-57.2857142857143,-13.5714285714286,-28.7142857142857,-49.8571428571429,-47.5714285714286,21.5714285714286,99,2
"784","Orange County","California",75422,3051771,995512,"2020-05-03",460,9,57.0871428571429,-57,-13.2857142857143,-27.8571428571429,-49.4285714285714,-47.5714285714286,20.2857142857143,107,0
"785","Orange County","California",75422,3051771,995512,"2020-05-04",499,10,57.56,-56.5714285714286,-13.2857142857143,-28,-49.4285714285714,-47.4285714285714,20.1428571428571,76,5
"786","Orange County","California",75422,3051771,995512,"2020-05-05",566,9,58.3371428571429,-55.8571428571429,-13.1428571428571,-27.2857142857143,-49.4285714285714,-47.2857142857143,20,54,4
"787","Orange County","California",75422,3051771,995512,"2020-05-06",692,14,59.04,-55.1428571428571,-12.7142857142857,-26.7142857142857,-49.1428571428571,-47.1428571428571,19.8571428571429,131,4
"788","Orange County","California",75422,3051771,995512,"2020-05-07",667,14,59.5171428571429,-54.4285714285714,-12.2857142857143,-26.1428571428571,-49,-46.8571428571429,19.7142857142857,88,1
"789","Orange County","California",75422,3051771,995512,"2020-05-08",669,13,60.0128571428571,-53.7142857142857,-11.8571428571429,-25.5714285714286,-48.7142857142857,-46.1428571428571,19.5714285714286,148,5
"790","Orange County","California",75422,3051771,995512,"2020-05-09",693,18,60.8242857142857,-52.8571428571429,-11.4285714285714,-25,-48.8571428571429,-45.8571428571429,19.4285714285714,140,3
"791","Orange County","California",75422,3051771,995512,"2020-05-10",722,19,61.7814285714286,-52,-10.2857142857143,-24.2857142857143,-48.8571428571429,-45.4285714285714,20.4285714285714,122,2
"792","Orange County","California",75422,3051771,995512,"2020-05-11",752,21,62.7757142857143,-51.2857142857143,-9.57142857142857,-22.5714285714286,-48.5714285714286,-45.1428571428571,20.2857142857143,55,0
"793","Orange County","California",75422,3051771,995512,"2020-05-12",699,21,63.8057142857143,-50.7142857142857,-8.85714285714286,-21.2857142857143,-48.4285714285714,-44.8571428571429,20.1428571428571,45,1
"794","Orange County","California",75422,3051771,995512,"2020-05-13",703,21,65.4414285714286,-50.1428571428571,-8,-19.2857142857143,-48,-44.5714285714286,19.8571428571429,147,3
"795","Orange County","California",75422,3051771,995512,"2020-05-14",744,22,67.6357142857143,-49.4285714285714,-6,-17.2857142857143,-47.4285714285714,-44.1428571428571,19.5714285714286,219,0
"796","Orange County","California",75422,3051771,995512,"2020-05-15",759,24,68.7985714285714,-48.7142857142857,-4.28571428571429,-16,-46.1428571428571,-43.5714285714286,19.1428571428571,157,4
"797","Orange County","California",75422,3051771,995512,"2020-05-16",738,19,70.1083333333333,-48.7142857142857,-4.57142857142857,-14.7142857142857,-45.8571428571429,-43.4285714285714,19,97,2
"798","Orange County","California",75422,3051771,995512,"2020-05-17",729,16,71.17,-48.5714285714286,-5.28571428571429,-14.1428571428571,-45.7142857142857,-43.2857142857143,19,154,2
"799","Orange County","California",75422,3051771,995512,"2020-05-18",745,15,72.31,-48.2857142857143,-5.28571428571429,-13.2857142857143,-45.4285714285714,-43,18.8571428571429,58,0
"800","Orange County","California",75422,3051771,995512,"2020-05-19",876,14,73.382,-48.2857142857143,-5.71428571428571,-12.7142857142857,-45,-42.8571428571429,18.8571428571429,66,0
"801","Orange County","California",75422,3051771,995512,"2020-05-20",885,13,74.64,-48.2857142857143,-6.42857142857143,-12.1428571428571,-44.7142857142857,-42.7142857142857,18.8571428571429,242,10
"802","Orange County","California",75422,3051771,995512,"2020-05-21",842,12,75.732,-48.4285714285714,-8.28571428571429,-10.7142857142857,-45,-42.5714285714286,18.8571428571429,99,14
"803","Orange County","California",75422,3051771,995512,"2020-05-22",874,12,77.462,-48.2857142857143,-9.71428571428571,-7.85714285714286,-45.8571428571429,-42.5714285714286,19,100,6
"804","Orange County","California",75422,3051771,995512,"2020-05-23",877,12,76.45,-48.1428571428571,-9.71428571428571,-10.7142857142857,-46.2857142857143,-42.4285714285714,19,216,12
"805","Orange County","California",75422,3051771,995512,"2020-05-24",898,11,76.6,-47.7142857142857,-9.42857142857143,-9.42857142857143,-46.1428571428571,-42.1428571428571,18.8571428571429,179,1
"806","Orange County","California",75422,3051771,995512,"2020-05-25",993,18,78.1728571428571,-47.2857142857143,-9,-8.14285714285714,-45.8571428571429,-42,18.7142857142857,133,0
"807","Orange County","California",75422,3051771,995512,"2020-05-26",873,32,79.6414285714286,-46.7142857142857,-8.28571428571429,-6.42857142857143,-45.5714285714286,-41.7142857142857,18.4285714285714,109,0
"808","Orange County","California",75422,3051771,995512,"2020-05-27",816,34,81.1457142857143,-46.2857142857143,-7.71428571428571,-5.85714285714286,-45.5714285714286,-41.4285714285714,18.1428571428571,68,5
"809","Orange County","California",75422,3051771,995512,"2020-05-28",935,44,81.9057142857143,-46,-7.28571428571429,-5.28571428571428,-45.4285714285714,-41,17.8571428571429,98,6
"810","Orange County","California",75422,3051771,995512,"2020-05-29",960,43,83.3142857142857,-45.5714285714286,-6.71428571428571,-2.85714285714286,-44.8571428571429,-40.7142857142857,17.5714285714286,179,3
"811","Orange County","California",75422,3051771,995512,"2020-05-30",1035,43,83.8357142857143,-45.1428571428571,-5.57142857142857,8.14285714285714,-44.5714285714286,-45,18.1428571428571,177,1
"812","Orange County","California",75422,3051771,995512,"2020-05-31",1078,43,85.1085714285714,-44.7142857142857,-5.42857142857143,9.28571428571428,-44.2857142857143,-44.7142857142857,17.8571428571429,161,1
"813","Orange County","California",75422,3051771,995512,"2020-06-01",904,38,86.0771428571429,-44.2857142857143,-5.57142857142857,10,-44.1428571428571,-44.2857142857143,17.7142857142857,213,0
"814","Orange County","California",75422,3051771,995512,"2020-06-02",903,30,86.79,-43.8571428571429,-5.71428571428571,10,-43.8571428571429,-43.8571428571429,17.5714285714286,100,3
"815","Orange County","California",75422,3051771,995512,"2020-06-03",982,27,87.1128571428571,-43.4285714285714,-6.28571428571429,9.14285714285714,-43.7142857142857,-43.4285714285714,17.5714285714286,104,8
"816","Orange County","California",75422,3051771,995512,"2020-06-04",943,16,88.1485714285714,-42.7142857142857,-6.42857142857143,9.71428571428572,-42.8571428571429,-42.1428571428571,17.4285714285714,105,7
"817","Orange County","California",75422,3051771,995512,"2020-06-05",925,16,87.7542857142857,-42.5714285714286,-6.85714285714286,7.57142857142857,-42.7142857142857,-41,17.5714285714286,281,9
"818","Orange County","California",75422,3051771,995512,"2020-06-06",1005,16,88.5028571428571,-42.2857142857143,-7.71428571428571,-1,-42.1428571428571,-36.1428571428571,16.7142857142857,257,2
"819","Orange County","California",75422,3051771,995512,"2020-06-07",996,19,87.8014285714286,-42.1428571428571,-7.42857142857143,-2.57142857142857,-42.2857142857143,-36,16.7142857142857,119,1
"820","Orange County","California",75422,3051771,995512,"2020-06-08",1032,22,87.8014285714286,-41.8571428571429,-7,-3.42857142857143,-42.2857142857143,-35.8571428571429,16.5714285714286,87,0
"821","Orange County","California",75422,3051771,995512,"2020-06-09",1039,23,87.9014285714286,-41.4285714285714,-6.71428571428571,-4.71428571428572,-42.4285714285714,-35.7142857142857,16.5714285714286,87,8
"822","Orange County","California",75422,3051771,995512,"2020-06-10",1141,29,88.13,-41,-6.28571428571429,-5.71428571428572,-42.2857142857143,-35.7142857142857,16.4285714285714,123,13
"823","Orange County","California",75422,3051771,995512,"2020-06-11",1221,30,88.2571428571429,-40.5714285714286,-6,-7.14285714285714,-42.4285714285714,-35.8571428571429,16.4285714285714,250,4
"824","Orange County","California",75422,3051771,995512,"2020-06-12",1179,30,89.1742857142857,-39.5714285714286,-5.57142857142857,-5.71428571428572,-42.2857142857143,-35.7142857142857,16.1428571428571,166,8
"825","Orange County","California",75422,3051771,995512,"2020-06-13",1053,30,90.8471428571429,-38.4285714285714,-4.71428571428571,-3.28571428571428,-41.8571428571429,-35.4285714285714,15.8571428571429,116,7
"826","Orange County","California",75422,3051771,995512,"2020-06-14",1040,35,93.2414285714286,-37.4285714285714,-4.28571428571429,-0.857142857142858,-41.4285714285714,-35.1428571428571,15.5714285714286,304,4
"827","Orange County","California",75422,3051771,995512,"2020-06-15",1059,40,95.01,-36.5714285714286,-4,1,-41,-35,15.4285714285714,186,0
"828","Orange County","California",75422,3051771,995512,"2020-06-16",1204,37,97.1457142857143,-35.8571428571429,-3.57142857142857,3.57142857142857,-40.2857142857143,-34.8571428571429,15.1428571428571,240,12
"829","Orange County","California",75422,3051771,995512,"2020-06-17",1089,36,99.3771428571429,-35.1428571428571,-3.28571428571429,6.85714285714285,-39.5714285714286,-34.5714285714286,14.7142857142857,198,10
"830","Orange County","California",75422,3051771,995512,"2020-06-18",948,41,101.475714285714,-34.5714285714286,-3.28571428571429,9.71428571428572,-38.5714285714286,-34.1428571428571,14.4285714285714,95,7
"831","Orange County","California",75422,3051771,995512,"2020-06-19",1133,44,103.068571428571,-34,-3.14285714285714,11.1428571428571,-37.7142857142857,-33.7142857142857,14.1428571428571,284,7
"832","Orange County","California",75422,3051771,995512,"2020-06-20",1232,44,104.235714285714,-33.5714285714286,-3.28571428571429,12,-37.1428571428571,-33.7142857142857,14,412,10
"833","Orange County","California",75422,3051771,995512,"2020-06-21",1385,48,104.735714285714,-33.2857142857143,-3.57142857142857,12.4285714285714,-36.4285714285714,-33.7142857142857,13.8571428571429,434,2
"834","Orange County","California",75422,3051771,995512,"2020-06-22",1460,45,105.104285714286,-33.1428571428571,-4,12,-36.2857142857143,-33.7142857142857,13.7142857142857,173,0
"835","Orange County","California",75422,3051771,995512,"2020-06-23",1305,48,105.207142857143,-33,-4.42857142857143,11.5714285714286,-36.4285714285714,-33.7142857142857,13.5714285714286,142,4
"836","Orange County","California",75422,3051771,995512,"2020-06-24",1423,47,105.871428571429,-32.8571428571429,-4.42857142857143,11.4285714285714,-36.7142857142857,-33.8571428571429,13.4285714285714,279,26
"837","Orange County","California",75422,3051771,995512,"2020-06-25",1719,50,106.41,-32.5714285714286,-3.85714285714286,10.4285714285714,-37.4285714285714,-33.7142857142857,13.2857142857143,495,7
"838","Orange County","California",75422,3051771,995512,"2020-06-26",1849,48,105.027142857143,-32.7142857142857,-3.57142857142857,8.28571428571428,-37.8571428571429,-33.2857142857143,13.1428571428571,449,17
"839","Orange County","California",75422,3051771,995512,"2020-06-27",1836,48,105.311428571429,-32.7142857142857,-4,8.28571428571428,-38.1428571428571,-33.5714285714286,13.1428571428571,502,0
"840","Orange County","California",75422,3051771,995512,"2020-06-28",1738,40,105.791428571429,-32.5714285714286,-4.28571428571429,8.57142857142857,-38.4285714285714,-33.8571428571429,13.1428571428571,146,3
"841","Orange County","California",75422,3051771,995512,"2020-06-29",1819,56,106.314285714286,-32.4285714285714,-4.42857142857143,8.85714285714286,-38.4285714285714,-33.8571428571429,13,456,4
"842","Orange County","California",75422,3051771,995512,"2020-06-30",2219,56,106.761428571429,-32.4285714285714,-4.57142857142857,9,-38.4285714285714,-33.8571428571429,13,779,10
"843","Orange County","California",75422,3051771,995512,"2020-07-01",2384,66,106.704285714286,-32.5714285714286,-5,9,-38.2857142857143,-33.8571428571429,13.1428571428571,570,5
"844","Orange County","California",75422,3051771,995512,"2020-07-02",2474,56,106.787142857143,-32.7142857142857,-5.85714285714286,9.42857142857143,-38.1428571428571,-34,13.2857142857143,652,9
"845","Orange County","California",75422,3051771,995512,"2020-07-03",2186,57,107.671428571429,-32.8571428571429,-6.85714285714286,8,-38.4285714285714,-34.1428571428571,13.5714285714286,713,6
"846","Orange County","California",75422,3051771,995512,"2020-07-04",2469,61,107.511428571429,-32.5714285714286,-6.57142857142857,7.42857142857143,-38.2857142857143,-33.8571428571429,13.4285714285714,413,3
"847","Orange County","California",75422,3051771,995512,"2020-07-05",3106,67,107.604285714286,-32.2857142857143,-6.42857142857143,7.14285714285714,-38.4285714285714,-33.7142857142857,13.4285714285714,663,3
"848","Orange County","California",75422,3051771,995512,"2020-07-06",3397,46,107.65,-31.8571428571429,-5.85714285714286,6.28571428571429,-38.1428571428571,-33.7142857142857,13.4285714285714,1028,0
"849","Orange County","California",75422,3051771,995512,"2020-07-07",3554,48,108.25,-31.1428571428571,-4.57142857142857,6.57142857142857,-37.5714285714286,-34,13.4285714285714,1010,3
"850","Orange County","California",75422,3051771,995512,"2020-07-08",3818,37,107.187142857143,-30.5714285714286,-1.85714285714286,7.71428571428572,-37.5714285714286,-37,14,1333,7
"851","Orange County","California",75422,3051771,995512,"2020-07-09",3729,40,101.641428571429,-33.1428571428571,-1.85714285714286,3.42857142857142,-38.4285714285714,-39.8571428571429,14.4285714285714,1292,26
"852","Orange County","California",75422,3051771,995512,"2020-07-10",4246,40,100.335714285714,-33.8571428571429,-2.71428571428571,1,-39.1428571428571,-41,14.5714285714286,1133,10
"853","Orange County","California",75422,3051771,995512,"2020-07-11",4818,36,100.055714285714,-34,-2.42857142857143,1.28571428571428,-39.2857142857143,-41.5714285714286,14.7142857142857,1251,9
"854","Orange County","California",75422,3051771,995512,"2020-07-12",5049,29,99.6114285714286,-34.2857142857143,-2.14285714285714,1.28571428571428,-39.1428571428571,-41.8571428571429,14.7142857142857,814,2
"855","Orange County","California",75422,3051771,995512,"2020-07-13",5812,31,99.2057142857143,-34.8571428571429,-2.42857142857143,2,-39.4285714285714,-42,14.8571428571429,540,1
"856","Orange County","California",75422,3051771,995512,"2020-07-14",6452,48,98.4371428571429,-35.4285714285714,-3.57142857142857,1.57142857142857,-40,-41.8571428571429,14.8571428571429,865,9
"857","Orange County","California",75422,3051771,995512,"2020-07-15",6872,52,99.1785714285714,-36,-6,0.285714285714285,-40.4285714285714,-39,14.2857142857143,911,22
"858","Orange County","California",75422,3051771,995512,"2020-07-16",7710,58,104.06,-33.5714285714286,-5.71428571428571,3.57142857142857,-40,-36.2857142857143,14,873,11
"859","Orange County","California",75422,3051771,995512,"2020-07-17",7861,57,105.794285714286,-32.7142857142857,-4.28571428571429,7.57142857142857,-39.2857142857143,-35.7142857142857,14,405,3
"860","Orange County","California",75422,3051771,995512,"2020-07-18",7373,58,106.118571428571,-32.5714285714286,-4.28571428571429,7.42857142857143,-39.4285714285714,-35.4285714285714,14,702,25
