"","X","county","state","income","population","households","date","cases_sum","deaths_sum","apple_avg","retail_avg","grocery_avg","parks_avg","transit_avg","work_avg","residential_avg","cases","deaths"
"251",56885,"Imperial County","California",41807,175201,48099,"2020-11-08",378,2,155.248571428571,-31.1428571428571,-19.4285714285714,-61.8571428571429,-29.7142857142857,-30.5714285714286,8.42857142857143,0,0
"252",56886,"Imperial County","California",41807,175201,48099,"2020-11-09",301,2,153.111428571429,-31.5714285714286,-19.5714285714286,-62.5714285714286,-30.5714285714286,-30.7142857142857,8.57142857142857,92,0
"253",56887,"Imperial County","California",41807,175201,48099,"2020-11-10",307,2,148.382857142857,-32.1428571428571,-19.7142857142857,-63.8571428571429,-30.8571428571429,-30.7142857142857,8.71428571428571,207,0
"254",56888,"Imperial County","California",41807,175201,48099,"2020-11-11",360,3,140.42,-32.5714285714286,-20.4285714285714,-66.2857142857143,-31.2857142857143,-30.7142857142857,8.85714285714286,0,0
"255",56889,"Imperial County","California",41807,175201,48099,"2020-11-12",360,3,132.592857142857,-32.8571428571429,-21.4285714285714,-69.2857142857143,-32,-30.7142857142857,9.42857142857143,92,2
"256",56890,"Imperial County","California",41807,175201,48099,"2020-11-13",360,3,125.558571428571,-33,-21.8571428571429,-70.8571428571429,-33.5714285714286,-30.5714285714286,9.71428571428571,57,5
"257",56891,"Imperial County","California",41807,175201,48099,"2020-11-14",292,3,125.174285714286,-33,-21.8571428571429,-71,-34.1428571428571,-30.4285714285714,9.71428571428571,0,0
"258",56892,"Imperial County","California",41807,175201,48099,"2020-11-15",437,3,125.891428571429,-33,-21.8571428571429,-71.2857142857143,-34.2857142857143,-30.4285714285714,9.71428571428571,0,0
"259",56893,"Imperial County","California",41807,175201,48099,"2020-11-16",413,3,127.947142857143,-32.1428571428571,-21.2857142857143,-70.1428571428571,-33,-32,9.85714285714286,289,3
"260",56894,"Imperial County","California",41807,175201,48099,"2020-11-17",459,3,126.764285714286,-31.8571428571429,-21.5714285714286,-70,-33.4285714285714,-32.1428571428571,9.85714285714286,166,0
"261",56895,"Imperial County","California",41807,175201,48099,"2020-11-18",448,7,127.278571428571,-32,-21.5714285714286,-69.2857142857143,-32.8571428571429,-32.1428571428571,9.85714285714286,130,2
"262",56896,"Imperial County","California",41807,175201,48099,"2020-11-19",448,7,131.7,-31.5714285714286,-21.2857142857143,-67.2857142857143,-31.5714285714286,-32,9.57142857142857,213,0
"263",56897,"Imperial County","California",41807,175201,48099,"2020-11-20",448,7,134.244285714286,-31.2857142857143,-20.7142857142857,-66.2857142857143,-31.2857142857143,-31.7142857142857,9.42857142857143,76,0
"264",56898,"Imperial County","California",41807,175201,48099,"2020-11-21",645,10,133.442857142857,-31.4285714285714,-21.2857142857143,-66.1428571428571,-31.2857142857143,-32.4285714285714,9.57142857142857,0,0
"265",56899,"Imperial County","California",41807,175201,48099,"2020-11-22",604,10,132.73,-31.5714285714286,-21.4285714285714,-66.2857142857143,-31,-32.4285714285714,9.57142857142857,0,0
"266",56900,"Imperial County","California",41807,175201,48099,"2020-11-23",734,12,131.194285714286,-32.1428571428571,-21.8571428571429,-67,-31.2857142857143,-31,9.42857142857143,537,2
"267",56901,"Imperial County","California",41807,175201,48099,"2020-11-24",855,10,132.59,-32.2857142857143,-21.4285714285714,-67,-30.5714285714286,-31,9.42857142857143,311,0
"268",56902,"Imperial County","California",41807,175201,48099,"2020-11-25",874,5,131.267142857143,-32.1428571428571,-21.2857142857143,-67.4285714285714,-31.1428571428571,-31.1428571428571,9.42857142857143,157,1
"269",56903,"Imperial County","California",41807,175201,48099,"2020-11-26",874,5,129.67,-32.2857142857143,-21.1428571428571,-68.2857142857143,-31.1428571428571,-31.1428571428571,9.42857142857143,0,0
"270",56904,"Imperial County","California",41807,175201,48099,"2020-11-27",874,5,128.438571428571,-32.4285714285714,-20.8571428571429,-68,-32.4285714285714,-31.1428571428571,9.57142857142857,137,0
"271",56905,"Imperial County","California",41807,175201,48099,"2020-11-28",1122,4,131.695714285714,-31.8571428571429,-19.7142857142857,-66.8571428571429,-31.2857142857143,-31,9.28571428571429,0,0
"272",56906,"Imperial County","California",41807,175201,48099,"2020-11-29",1267,4,137.105714285714,-31,-18.2857142857143,-65.5714285714286,-30.4285714285714,-31.5714285714286,9.28571428571429,0,0
"273",56907,"Imperial County","California",41807,175201,48099,"2020-11-30",1294,3,151.88,-29,-15.2857142857143,-63.1428571428571,-26.1428571428571,-32.1428571428571,9,410,0
"274",56908,"Imperial County","California",41807,175201,48099,"2020-12-01",1081,3,154.854285714286,-33.4285714285714,-15.5714285714286,-61.5714285714286,-29.4285714285714,-36.5714285714286,10.1428571428571,92,0
"275",56909,"Imperial County","California",41807,175201,48099,"2020-12-02",1142,3,165.667142857143,-33.5714285714286,-16.4285714285714,-58.8571428571429,-29,-39,10.8571428571429,65,0
"276",56910,"Imperial County","California",41807,175201,48099,"2020-12-03",1142,3,174.564285714286,-33.7142857142857,-16.4285714285714,-57.1428571428571,-27.7142857142857,-39.2857142857143,11.1428571428571,78,2
"277",56911,"Imperial County","California",41807,175201,48099,"2020-12-04",1142,3,184.27,-33.5714285714286,-16.7142857142857,-57.2857142857143,-24.1428571428571,-39.7142857142857,11.2857142857143,48,2
"278",56912,"Imperial County","California",41807,175201,48099,"2020-12-05",1015,1,181.975714285714,-33.5714285714286,-16.8571428571429,-58.5714285714286,-24.8571428571429,-39.4285714285714,11.4285714285714,0,0
"279",56913,"Imperial County","California",41807,175201,48099,"2020-12-06",796,1,176.595714285714,-34.1428571428571,-17.8571428571429,-60.1428571428571,-24.5714285714286,-39.1428571428571,11.7142857142857,0,0
"280",56914,"Imperial County","California",41807,175201,48099,"2020-12-07",704,0,161.464285714286,-36.1428571428571,-20.4285714285714,-62.8571428571429,-28.5714285714286,-38.5714285714286,12.1428571428571,529,0
"281",56915,"Imperial County","California",41807,175201,48099,"2020-12-08",782,2,156.774285714286,-31.4285714285714,-19.7142857142857,-65,-25.8571428571429,-34.1428571428571,11.1428571428571,316,0
"282",56916,"Imperial County","California",41807,175201,48099,"2020-12-09",693,4,142.545714285714,-31.1428571428571,-18.5714285714286,-68.4285714285714,-24.7142857142857,-31.5714285714286,10.7142857142857,333,7
"283",56917,"Imperial County","California",41807,175201,48099,"2020-12-10",693,4,128.458571428571,-31,-18.4285714285714,-70.7142857142857,-25.1428571428571,-31.2857142857143,10.7142857142857,180,4
"284",56918,"Imperial County","California",41807,175201,48099,"2020-12-11",693,4,114.401428571429,-31,-18.1428571428571,-71.7142857142857,-26.8571428571429,-31,10.7142857142857,376,2
"285",56919,"Imperial County","California",41807,175201,48099,"2020-12-12",812,4,112.74,-31.4285714285714,-18.1428571428571,-71.5714285714286,-26,-31.2857142857143,11,0,0
"286",56920,"Imperial County","California",41807,175201,48099,"2020-12-13",1036,4,111.65,-32.1428571428571,-18.5714285714286,-71.8571428571429,-26.8571428571429,-31.2857142857143,11.1428571428571,0,0
"287",56921,"Imperial County","California",41807,175201,48099,"2020-12-14",1304,11,111.107142857143,-32.5714285714286,-18.8571428571429,-72,-27,-31.5714285714286,11.2857142857143,1105,3
"288",56922,"Imperial County","California",41807,175201,48099,"2020-12-15",1406,13,110.897142857143,-33.2857142857143,-19,-71.8571428571429,-26.7142857142857,-31.8571428571429,11.4285714285714,199,4
"289",56923,"Imperial County","California",41807,175201,48099,"2020-12-16",1734,13,110.758571428571,-34.1428571428571,-19.2857142857143,-72.1428571428571,-28.5714285714286,-32.2857142857143,11.7142857142857,155,8
"290",56924,"Imperial County","California",41807,175201,48099,"2020-12-17",1734,13,111.542857142857,-34.7142857142857,-19.2857142857143,-72.4285714285714,-29.7142857142857,-32.1428571428571,11.8571428571429,255,6
"291",56925,"Imperial County","California",41807,175201,48099,"2020-12-18",1734,13,111.71,-35.2857142857143,-19.4285714285714,-72.5714285714286,-31.5714285714286,-32.4285714285714,12,170,0
"292",56926,"Imperial County","California",41807,175201,48099,"2020-12-19",2310,16,112.07,-35.1428571428571,-19.5714285714286,-72.8571428571429,-31.2857142857143,-32.1428571428571,11.8571428571429,0,0
"293",56927,"Imperial County","California",41807,175201,48099,"2020-12-20",2193,20,112.927142857143,-34.7142857142857,-19.2857142857143,-72.7142857142857,-30.8571428571429,-32.2857142857143,11.8571428571429,0,0
"294",56928,"Imperial County","California",41807,175201,48099,"2020-12-21",2015,21,114.235714285714,-34.2857142857143,-18.7142857142857,-72.7142857142857,-29.5714285714286,-32.2857142857143,11.7142857142857,709,0
"295",56929,"Imperial County","California",41807,175201,48099,"2020-12-22",2090,23,114.852857142857,-33.8571428571429,-18.7142857142857,-73.2857142857143,-29.1428571428571,-32.2857142857143,11.7142857142857,112,2
"296",56930,"Imperial County","California",41807,175201,48099,"2020-12-23",1884,21,116.407142857143,-33.2857142857143,-18.2857142857143,-73.1428571428571,-27.7142857142857,-32.2857142857143,11.5714285714286,134,4
"297",56931,"Imperial County","California",41807,175201,48099,"2020-12-24",1884,21,117.427142857143,-32.7142857142857,-17.7142857142857,-73,-25.8571428571429,-32.2857142857143,11.4285714285714,195,2
"298",56932,"Imperial County","California",41807,175201,48099,"2020-12-25",1884,21,117.462857142857,-31.8571428571429,-16.8571428571429,-72.5714285714286,-24.4285714285714,-32,11.2857142857143,222,4
"299",56933,"Imperial County","California",41807,175201,48099,"2020-12-26",1488,18,120.388571428571,-30.5714285714286,-15.1428571428571,-72.1428571428571,-22.7142857142857,-32.4285714285714,11.1428571428571,101,0
"300",56934,"Imperial County","California",41807,175201,48099,"2020-12-27",1401,16,123.308571428571,-29,-13.1428571428571,-71.8571428571429,-21,-32.7142857142857,10.7142857142857,88,0
"301",56935,"Imperial County","California",41807,175201,48099,"2020-12-28",1380,12,129.18,-27,-10.4285714285714,-71.1428571428571,-20.4285714285714,-33.1428571428571,10.2857142857143,200,0
"302",56936,"Imperial County","California",41807,175201,48099,"2020-12-29",1320,8,128.568571428571,-28.1428571428571,-9,-71.1428571428571,-20.8571428571429,-35.2857142857143,10.4285714285714,69,0
"303",56937,"Imperial County","California",41807,175201,48099,"2020-12-30",1372,12,118.757142857143,-35,-15.5714285714286,-71.7142857142857,-28.4285714285714,-40.7142857142857,12,102,5
"304",56938,"Imperial County","California",41807,175201,48099,"2020-12-31",1473,12,119.041428571429,-36.5714285714286,-17.8571428571429,-72,-31.4285714285714,-42.4285714285714,12.5714285714286,162,3
"305",56939,"Imperial County","California",41807,175201,48099,"2021-01-01",1561,12,122.598571428571,-38,-19.7142857142857,-71.5714285714286,-31.8571428571429,-42.8571428571429,12.8571428571429,227,6
"306",56940,"Imperial County","California",41807,175201,48099,"2021-01-02",1052,12,123.447142857143,-39.4285714285714,-21.4285714285714,-71.2857142857143,-34,-43.5714285714286,13.2857142857143,221,0
"307",56941,"Imperial County","California",41807,175201,48099,"2021-01-03",1009,10,126.065714285714,-40.5714285714286,-22.7142857142857,-70.2857142857143,-34.7142857142857,-44,13.7142857142857,152,0
"308",56942,"Imperial County","California",41807,175201,48099,"2021-01-04",977,11,131.687142857143,-41.2857142857143,-23.4285714285714,-68.5714285714286,-33.4285714285714,-44.1428571428571,14.1428571428571,84,0
"309",56943,"Imperial County","California",41807,175201,48099,"2021-01-05",944,12,145.978571428571,-40.2857142857143,-22.4285714285714,-65.5714285714286,-31.2857142857143,-43.5714285714286,14,84,0
"310",56944,"Imperial County","California",41807,175201,48099,"2021-01-06",949,14,160.821428571429,-37.8571428571429,-21.5714285714286,-62.8571428571429,-29.2857142857143,-43.1428571428571,13.8571428571429,130,14
"311",56945,"Imperial County","California",41807,175201,48099,"2021-01-07",1069,14,170.478571428571,-37.1428571428571,-21.2857142857143,-61.2857142857143,-27.8571428571429,-43.1428571428571,13.7142857142857,235,3
"312",56946,"Imperial County","California",41807,175201,48099,"2021-01-08",1133,14,174.814285714286,-36.5714285714286,-20.8571428571429,-61.4285714285714,-27,-43.2857142857143,13.7142857142857,208,7
"313",56947,"Imperial County","California",41807,175201,48099,"2021-01-09",1017,14,172.315714285714,-36.2857142857143,-20.5714285714286,-61.8571428571429,-27.1428571428571,-42.5714285714286,13.5714285714286,143,2
"314",56948,"Imperial County","California",41807,175201,48099,"2021-01-10",1032,14,166.937142857143,-36.5714285714286,-21,-62.8571428571429,-27.7142857142857,-41.8571428571429,13.4285714285714,277,0
"315",56949,"Imperial County","California",41807,175201,48099,"2021-01-11",1060,23,154.312857142857,-38.2857142857143,-23.4285714285714,-65.1428571428571,-30.4285714285714,-41.1428571428571,13.4285714285714,205,0
"316",56950,"Imperial County","California",41807,175201,48099,"2021-01-12",1133,23,139.232857142857,-38.8571428571429,-26.5714285714286,-67.8571428571429,-32.7142857142857,-39.5714285714286,13.5714285714286,185,0
"317",56951,"Imperial County","California",41807,175201,48099,"2021-01-13",1114,24,132.325714285714,-35.1428571428571,-21.7142857142857,-70,-28.7142857142857,-34.5714285714286,12.2857142857143,148,3
"318",56952,"Imperial County","California",41807,175201,48099,"2021-01-14",1036,26,120.684285714286,-35,-20.5714285714286,-71.7142857142857,-29.7142857142857,-32.7142857142857,12,151,5
"319",56953,"Imperial County","California",41807,175201,48099,"2021-01-15",1161,26,112.922857142857,-35.4285714285714,-20.7142857142857,-72.1428571428571,-32.2857142857143,-32.4285714285714,11.8571428571429,165,6
"320",56954,"Imperial County","California",41807,175201,48099,"2021-01-16",1282,26,111.764285714286,-36.1428571428571,-21.2857142857143,-72.2857142857143,-32.1428571428571,-32.2857142857143,11.8571428571429,62,3
"321",56955,"Imperial County","California",41807,175201,48099,"2021-01-17",1383,26,111.447142857143,-37,-22.1428571428571,-72.4285714285714,-32.4285714285714,-32.2857142857143,12,196,0
"322",56956,"Imperial County","California",41807,175201,48099,"2021-01-18",1401,15,112.054285714286,-37.4285714285714,-22.8571428571429,-71.5714285714286,-32.5714285714286,-32.4285714285714,12,113,0
"323",56957,"Imperial County","California",41807,175201,48099,"2021-01-19",1317,17,113.492857142857,-37.4285714285714,-23.1428571428571,-70.5714285714286,-32,-32.4285714285714,11.7142857142857,64,0
"324",56958,"Imperial County","California",41807,175201,48099,"2021-01-20",1274,16,116.98,-37.5714285714286,-23.4285714285714,-69.5714285714286,-31.7142857142857,-32.4285714285714,11.4285714285714,16,2
"325",56959,"Imperial County","California",41807,175201,48099,"2021-01-21",1193,17,121.27,-37.8571428571429,-24,-68.4285714285714,-31.1428571428571,-32.8571428571429,11.1428571428571,47,9
"326",56960,"Imperial County","California",41807,175201,48099,"2021-01-22",1112,17,124.35,-37.7142857142857,-24.1428571428571,-67.2857142857143,-28.2857142857143,-33.1428571428571,10.8571428571429,129,12
"327",56961,"Imperial County","California",41807,175201,48099,"2021-01-23",1020,17,127.42,-38,-25.1428571428571,-66.2857142857143,-27.7142857142857,-34.5714285714286,10.8571428571429,53,7
"328",56962,"Imperial County","California",41807,175201,48099,"2021-01-24",899,17,127.29,-38.2857142857143,-25.5714285714286,-66.2857142857143,-28,-34.7142857142857,10.7142857142857,19,0
"329",56963,"Imperial County","California",41807,175201,48099,"2021-01-25",767,16,125.462857142857,-39.2857142857143,-27,-68.5714285714286,-29.7142857142857,-35.2857142857143,11.4285714285714,126,0
"330",56964,"Imperial County","California",41807,175201,48099,"2021-01-26",663,20,124.1,-39.1428571428571,-27,-69.2857142857143,-29.8571428571429,-35.2857142857143,11.7142857142857,38,17
"331",56965,"Imperial County","California",41807,175201,48099,"2021-01-27",627,26,122.341428571429,-38.7142857142857,-26.8571428571429,-69.5714285714286,-29.1428571428571,-35.2857142857143,11.8571428571429,67,0
"332",56966,"Imperial County","California",41807,175201,48099,"2021-01-28",618,30,119.192857142857,-38.5714285714286,-27,-70.4285714285714,-29.1428571428571,-35.4285714285714,12,49,4
"333",56967,"Imperial County","California",41807,175201,48099,"2021-01-29",441,30,116.595714285714,-38.8571428571429,-27.2857142857143,-71.7142857142857,-31.5714285714286,-35,12.1428571428571,123,14
"334",56968,"Imperial County","California",41807,175201,48099,"2021-01-30",454,30,113.33,-39.1428571428571,-27.2857142857143,-73.2857142857143,-32.4285714285714,-33.7142857142857,12.2857142857143,61,4
"335",56969,"Imperial County","California",41807,175201,48099,"2021-01-31",428,47,114.997142857143,-38.4285714285714,-27,-72.7142857142857,-32.1428571428571,-33.5714285714286,12.2857142857143,115,0
"336",56970,"Imperial County","California",41807,175201,48099,"2021-02-01",479,45,117.485714285714,-37,-25.8571428571429,-70.7142857142857,-29.8571428571429,-32.7142857142857,11.5714285714286,46,0
"337",56971,"Imperial County","California",41807,175201,48099,"2021-02-02",481,40,119.547142857143,-36.5714285714286,-25.5714285714286,-70,-29.1428571428571,-32.4285714285714,11.2857142857143,18,17
"338",56972,"Imperial County","California",41807,175201,48099,"2021-02-03",475,42,119.814285714286,-36.4285714285714,-25.4285714285714,-70.2857142857143,-29.4285714285714,-32.1428571428571,11.2857142857143,93,2
"339",56973,"Imperial County","California",41807,175201,48099,"2021-02-04",483,39,121.478571428571,-35.7142857142857,-24.7142857142857,-69.7142857142857,-28.7142857142857,-31.7142857142857,11,46,0
"340",56974,"Imperial County","California",41807,175201,48099,"2021-02-05",579,39,122.95,-35,-24,-69.2857142857143,-28.1428571428571,-31.5714285714286,10.7142857142857,48,0
"341",56975,"Imperial County","California",41807,175201,48099,"2021-02-06",499,39,123.82,-34.2857142857143,-23.7142857142857,-68.5714285714286,-28.1428571428571,-31.7142857142857,10.4285714285714,63,9
"342",56976,"Imperial County","California",41807,175201,48099,"2021-02-07",479,39,122.877142857143,-34.1428571428571,-23.2857142857143,-68.1428571428571,-28.2857142857143,-31.2857142857143,10.2857142857143,40,0
"343",56977,"Imperial County","California",41807,175201,48099,"2021-02-08",505,41,122.32,-33.7142857142857,-22.5714285714286,-68,-28.7142857142857,-31.2857142857143,10,4,0
"344",56978,"Imperial County","California",41807,175201,48099,"2021-02-09",502,37,122.537142857143,-33.1428571428571,-21.8571428571429,-68,-28.8571428571429,-31.2857142857143,9.71428571428571,8,1
"345",56979,"Imperial County","California",41807,175201,48099,"2021-02-10",427,23,122.434285714286,-32.7142857142857,-21.5714285714286,-67.4285714285714,-29.2857142857143,-31.1428571428571,9.28571428571429,0,12
"346",56980,"Imperial County","California",41807,175201,48099,"2021-02-11",429,28,121.457142857143,-32.5714285714286,-21.2857142857143,-67.2857142857143,-29.7142857142857,-30.5714285714286,9.14285714285714,0,1
"347",56981,"Imperial County","California",41807,175201,48099,"2021-02-12",354,28,119.448571428571,-33.4285714285714,-20.7142857142857,-67,-30.8571428571429,-30,9.14285714285714,19,10
"348",56982,"Imperial County","California",41807,175201,48099,"2021-02-13",312,28,120.522857142857,-33,-20,-66.1428571428571,-30.4285714285714,-29.7142857142857,8.71428571428571,101,0
"349",56983,"Imperial County","California",41807,175201,48099,"2021-02-14",302,12,120.458571428571,-33,-20,-66.4285714285714,-30.2857142857143,-29.8571428571429,8.57142857142857,34,0
"350",56984,"Imperial County","California",41807,175201,48099,"2021-02-15",209,22,121.632857142857,-32.7142857142857,-19.5714285714286,-65.8571428571429,-30.1428571428571,-29.7142857142857,8.57142857142857,16,0
"351",56985,"Imperial County","California",41807,175201,48099,"2021-02-16",163,23,125.032857142857,-32.5714285714286,-19.5714285714286,-65.2857142857143,-28.4285714285714,-29.5714285714286,8.57142857142857,4,0
"352",56986,"Imperial County","California",41807,175201,48099,"2021-02-17",134,33,135.531428571429,-32,-18.8571428571429,-64,-25.1428571428571,-29.7142857142857,8.57142857142857,11,0
"353",56987,"Imperial County","California",41807,175201,48099,"2021-02-18",172,24,144.298571428571,-31.2857142857143,-18.2857142857143,-62.5714285714286,-23.2857142857143,-30.1428571428571,8.57142857142857,15,0
"354",56988,"Imperial County","California",41807,175201,48099,"2021-02-19",166,24,153.628571428571,-29.2857142857143,-17.8571428571429,-60.8571428571429,-20.2857142857143,-29.7142857142857,8.28571428571429,5,0
"355",56989,"Imperial County","California",41807,175201,48099,"2021-02-20",178,24,157.415714285714,-29,-17.4285714285714,-60.4285714285714,-18.5714285714286,-30.8571428571429,8.57142857142857,20,0
"356",56990,"Imperial County","California",41807,175201,48099,"2021-02-21",174,23,157.952857142857,-29,-17.4285714285714,-60.4285714285714,-18.5714285714286,-30.7142857142857,8.57142857142857,20,0
"357",56991,"Imperial County","California",41807,175201,48099,"2021-02-22",185,11,157.385714285714,-29.1428571428571,-17.5714285714286,-61.2857142857143,-18.1428571428571,-30.7142857142857,8.57142857142857,8,0
"358",56992,"Imperial County","California",41807,175201,48099,"2021-02-23",200,10,153.428571428571,-29.4285714285714,-17.5714285714286,-62.1428571428571,-19.5714285714286,-30.7142857142857,8.71428571428571,0,2
"359",56993,"Imperial County","California",41807,175201,48099,"2021-02-24",186,0,144.79,-29.7142857142857,-17.8571428571429,-63.5714285714286,-21.1428571428571,-30.4285714285714,8.71428571428571,37,0
"360",56994,"Imperial County","California",41807,175201,48099,"2021-02-25",105,0,138.04,-30.2857142857143,-18.1428571428571,-64.4285714285714,-21.7142857142857,-30.1428571428571,8.57142857142857,27,0
"361",56995,"Imperial County","California",41807,175201,48099,"2021-02-26",91,0,133.885714285714,-31,-19,-66,-22.4285714285714,-30.7142857142857,8.71428571428571,12,1
"362",56996,"Imperial County","California",41807,175201,48099,"2021-02-27",83,0,129.578571428571,-31.1428571428571,-19.1428571428571,-66.8571428571429,-23.1428571428571,-28.8571428571429,8.57142857142857,33,4
"363",56997,"Imperial County","California",41807,175201,48099,"2021-02-28",79,2,129.672857142857,-30.7142857142857,-18.7142857142857,-66.5714285714286,-23,-28.5714285714286,8.57142857142857,15,0
"364",56998,"Imperial County","California",41807,175201,48099,"2021-03-01",105,2,130.807142857143,-30.4285714285714,-18.4285714285714,-66.2857142857143,-23.7142857142857,-28.4285714285714,8.57142857142857,6,0
"365",56999,"Imperial County","California",41807,175201,48099,"2021-03-02",117,2,131.808571428571,-30.2857142857143,-18.1428571428571,-66.1428571428571,-23.7142857142857,-28.2857142857143,8.28571428571429,4,42
"366",57000,"Imperial County","California",41807,175201,48099,"2021-03-03",124,3,133.202857142857,-29.7142857142857,-17.5714285714286,-65.8571428571429,-22,-28.4285714285714,8,13,3
"367",57001,"Imperial County","California",41807,175201,48099,"2021-03-04",137,7,134.777142857143,-29.2857142857143,-17.4285714285714,-66.5714285714286,-21.8571428571429,-28.2857142857143,7.85714285714286,13,0
"368",57002,"Imperial County","California",41807,175201,48099,"2021-03-05",132,7,133.27,-28.8571428571429,-17.2857142857143,-66.8571428571429,-20.5714285714286,-28.2857142857143,7.71428571428571,7,0
"369",57003,"Imperial County","California",41807,175201,48099,"2021-03-06",130,7,133.785714285714,-28.2857142857143,-16.7142857142857,-67,-21.1428571428571,-28.1428571428571,7.57142857142857,24,3
"370",57004,"Imperial County","California",41807,175201,48099,"2021-03-07",134,47,134.864285714286,-27.8571428571429,-16.5714285714286,-67.4285714285714,-21.2857142857143,-28.1428571428571,7.42857142857143,39,0
"371",58802,"Los Angeles County","California",55909,9893481,3230383,"2020-03-03",0,0,120.33,3,2,14,3,2,-1,0,0
"372",58803,"Los Angeles County","California",55909,9893481,3230383,"2020-03-04",0,0,127.535,3.5,3,12,2.5,2.5,-1,6,0
"373",58804,"Los Angeles County","California",55909,9893481,3230383,"2020-03-05",0,0,129.156666666667,3.33333333333333,3.33333333333333,11.6666666666667,1.66666666666667,2.33333333333333,-1,4,0
"374",58805,"Los Angeles County","California",55909,9893481,3230383,"2020-03-06",0,0,120.7775,3.5,3.25,7.5,0.5,2,-0.75,2,0
"375",58806,"Los Angeles County","California",55909,9893481,3230383,"2020-03-07",0,0,118.124,3.8,3.6,7.6,0.600000000000001,2.4,-0.800000000000001,1,0
"376",58807,"Los Angeles County","California",55909,9893481,3230383,"2020-03-08",0,0,117.976666666667,4.5,4.16666666666667,11.6666666666667,0.833333333333336,2.5,-0.833333333333334,0,0
"377",58808,"Los Angeles County","California",55909,9893481,3230383,"2020-03-09",6,0,117.382857142857,4.42857142857143,4.42857142857143,11.2857142857143,0.571428571428569,2.42857142857143,-0.714285714285714,6,0
"378",58809,"Los Angeles County","California",55909,9893481,3230383,"2020-03-10",10,0,117.645714285714,4.57142857142857,5.14285714285714,10.5714285714286,0.142857142857146,2.42857142857143,-0.571428571428571,0,0
"379",58810,"Los Angeles County","California",55909,9893481,3230383,"2020-03-11",12,0,117.717142857143,4.42857142857143,5.42857142857143,10.1428571428571,-0.428571428571431,2.28571428571429,-0.428571428571427,9,1
"380",58811,"Los Angeles County","California",55909,9893481,3230383,"2020-03-12",13,0,116.851428571429,4.14285714285714,5.71428571428571,9,-1,2.28571428571429,-0.285714285714286,0,0
"381",58812,"Los Angeles County","California",55909,9893481,3230383,"2020-03-13",13,0,117.485714285714,4,5.85714285714286,12,-1.14285714285714,2.28571428571429,-0.285714285714286,11,0
"382",58813,"Los Angeles County","California",55909,9893481,3230383,"2020-03-14",19,0,116.972857142857,3.71428571428571,6.14285714285714,11.7142857142857,-1.85714285714286,2.14285714285714,-0.142857142857142,13,0
"383",58814,"Los Angeles County","California",55909,9893481,3230383,"2020-03-15",19,0,115.12,2.14285714285714,5.57142857142857,3,-4,1.42857142857143,0.428571428571429,16,0
"384",58815,"Los Angeles County","California",55909,9893481,3230383,"2020-03-16",22,1,113.898571428571,1.85714285714286,6.28571428571429,2.42857142857143,-4.71428571428571,1.14285714285714,0.571428571428571,25,0
"385",58816,"Los Angeles County","California",55909,9893481,3230383,"2020-03-17",18,1,110.955714285714,0.142857142857139,7,-3.85714285714286,-7.42857142857143,0.428571428571431,1.14285714285714,50,0
"386",58817,"Los Angeles County","California",55909,9893481,3230383,"2020-03-18",27,1,106.118571428571,-1,11.4285714285714,-10.1428571428571,-10.1428571428571,-0.857142857142854,2,46,0
"387",58818,"Los Angeles County","California",55909,9893481,3230383,"2020-03-19",39,1,99.67,-3.14285714285714,14.4285714285714,-17.2857142857143,-12.8571428571429,-2.14285714285714,3,41,1
"388",58819,"Los Angeles County","California",55909,9893481,3230383,"2020-03-20",55,1,94.2414285714286,-5.85714285714286,15.5714285714286,-22.7142857142857,-15.2857142857143,-3.57142857142857,3.85714285714286,61,0
"389",58820,"Los Angeles County","California",55909,9893481,3230383,"2020-03-21",74,1,89.6585714285714,-9,16.2857142857143,-29.2857142857143,-18.8571428571429,-7.14285714285714,5.42857142857143,59,2
"390",58821,"Los Angeles County","California",55909,9893481,3230383,"2020-03-22",124,1,84.19,-12,17,-28.1428571428571,-21.2857142857143,-11,7,58,1
"391",58822,"Los Angeles County","California",55909,9893481,3230383,"2020-03-23",161,0,78.0685714285714,-16.2857142857143,15.8571428571429,-30.5714285714286,-25.1428571428571,-15.7142857142857,9.14285714285714,127,2
"392",58823,"Los Angeles County","California",55909,9893481,3230383,"2020-03-24",202,1,71.9271428571429,-19.7142857142857,14.5714285714286,-29.8571428571429,-28,-20.2857142857143,11.1428571428571,126,4
"393",58824,"Los Angeles County","California",55909,9893481,3230383,"2020-03-25",252,1,65.3714285714286,-24.7142857142857,8.57142857142857,-28.7142857142857,-31.2857142857143,-25.1428571428571,13.4285714285714,137,2
"394",58825,"Los Angeles County","California",55909,9893481,3230383,"2020-03-26",298,3,60.4657142857143,-29.5714285714286,2.85714285714286,-26,-34.5714285714286,-29,15,417,8
"395",58826,"Los Angeles County","California",55909,9893481,3230383,"2020-03-27",340,4,56.6957142857143,-34.7142857142857,-2.57142857142857,-28,-39.2857142857143,-33.1428571428571,16.4285714285714,249,5
"396",58827,"Los Angeles County","California",55909,9893481,3230383,"2020-03-28",442,6,52.8528571428571,-38,-7,-26.8571428571429,-42.1428571428571,-36.7142857142857,18,339,6
"397",58828,"Los Angeles County","California",55909,9893481,3230383,"2020-03-29",518,10,49.8214285714286,-40.7142857142857,-11,-28.7142857142857,-45,-39.5714285714286,19.2857142857143,332,5
